Time (min),C (md.ft),Inj. P (psi)
1.07,94.32,22.2
2.07,92.4,22
3.07,90.72,22
4.07,91.16,22
5.07,86.84,22.2
6.07,84.77,22.2
7.07,83.83,22.2
8.07,82.94,22.2
9.07,83.41,22.2
10.07,82.73,22.4
11.07,82.33,22.2
12.07,82.67,22.2
13.07,81.88,22.2
14.07,84.62,22.2
15.07,83.09,22.2
16.07,83.76,22.2
17.07,83.12,22.4
18.07,83.09,22.2
19.07,83.94,22.2
20.07,83.71,22.2
21.07,82.99,22.2
22.07,82.75,22.2
23.07,82.19,22.2
24.07,83.01,22.2
25.07,83.5,22.2
26.07,83.71,22.2
27.07,83.99,22.2
28.07,83.62,22
29.07,83.3,22.2
30.07,82.62,22.2
31.07,83.14,22.2
32.07,82.75,22.2
33.07,81.26,22.2
34.07,82.03,22
35.07,81.81,22.2
36.07,80.9,22.2
37.07,82.26,22.2
38.07,80.02,22.2
39.07,80.15,22.2
40.07,78.38,22.2
41.07,76.56,22
42.07,75.32,22.2
43.07,74.55,22.2
44.07,75.47,22.2
45.07,73.72,22.2
46.07,73.46,22.2
47.07,72.2,22.2
48.07,72.91,22.2
49.07,71.37,22.2
50.07,71.35,22.2
51.07,70.26,22.2
52.07,70.98,22.2
53.07,71.58,22.2
54.07,69.67,22.2
55.07,69.8,22.2
56.07,69.83,22.2
57.07,69.92,22.2
58.07,69.45,22.2
59.07,69.51,22.2
60.07,69.17,22.2
61.07,69.13,22.2
62.07,68.87,22.2
63.07,68.33,22.2
64.07,68.4,22.2
65.07,69.43,22.2
66.07,68.12,22.2
67.07,68.27,22.2
68.07,68.05,22.2
69.07,68.27,22.2
70.07,68.92,22.2
71.07,66.74,22.2
72.07,67.82,22.2
73.07,67.38,22
74.07,67.36,22
75.07,67.65,22.2
76.07,67.28,22.2
77.07,66.77,22.2
78.07,67.02,22.2
79.07,66.98,22
80.07,67.35,22
81.07,66.37,22.2
82.07,66.36,22.2
83.07,66.05,22.2
84.07,66.58,22.2
85.07,66.04,22
86.07,65.68,22.2
87.07,65.98,22
88.07,65.55,22.2
89.07,65.57,22.2
90.07,66.33,22.2
91.07,66.02,22.2
92.07,66.5,22.2
93.07,65.95,22.2
94.07,66.42,22.2
95.07,66.3,22.2
96.07,65.98,22
97.07,65.78,22.2
98.07,66.11,22.2
99.07,65.07,22.2
100.07,66.04,22.2
101.07,65.68,22.2
102.07,65.57,22.2
103.07,64.73,22.2
104.07,65.22,22.2
105.07,64.96,22.2
106.07,65.18,22.2
107.07,65.52,22.2
108.07,64.34,22.2
109.07,64.05,22.2
110.07,64.96,22.2
111.07,64.66,22.2
112.07,64.53,22
113.07,63.9,22.2
114.07,63.94,22.2
115.07,65.19,22.2
116.07,65.31,22.2
117.07,64.74,22
118.07,65.06,22.2
119.07,64.91,22.2
120.07,64.81,22
121.07,64.22,22
122.07,64.86,22.2
123.07,64.53,22.2
124.07,64.09,22.2
125.07,63.93,22.2
126.07,63.8,22.2
127.07,63.54,22
128.07,64.82,22.2
129.07,63.76,22.2
130.07,64.1,22.2
131.07,64.08,22
132.07,64.03,22.2
133.07,63.44,22
134.07,63.95,22.2
135.07,63.44,22
136.07,63.6,22.2
137.07,64.35,22.2
138.07,63.46,22
139.07,63.32,22.2
140.07,64.3,22.2
141.07,65.03,22.2
142.07,63.47,22.2
143.07,63.1,22.2
144.07,63.71,22.2
145.07,63.21,22.2
146.07,63.34,22.2
147.07,63.37,22.2
148.07,62.82,22.2
149.07,63.22,22.2
150.07,63.75,22
151.07,62.55,22.2
152.07,63.56,22.2
153.07,62.93,22.2
154.07,63.21,22.2
155.07,63.4,22.2
156.07,63.69,22.2
157.07,63.34,22
158.07,63.28,22.2
159.07,62.7,22
160.07,63.62,22.2
161.07,63.21,22.2
162.07,62.62,22.2
163.07,63.32,22
164.07,63.51,22.2
165.07,64.38,22.2
166.07,64.5,22
167.07,64.18,22.2
168.07,64.49,22
169.07,63.52,22.2
170.07,63.69,22.2
171.07,63.74,22.2
172.07,64.44,22
173.07,64.04,22.2
174.07,64.12,22
175.07,64.21,22
176.07,63.76,22
177.07,63.44,22.2
178.07,64.59,22.2
179.07,63.94,22
180.07,63.71,22.2
181.07,64.03,22.2
182.07,64.12,22
183.07,63.76,22
184.07,63.94,22
185.07,64.17,22
186.07,63.97,22
187.07,63.94,22.2
188.07,63.67,22
189.07,64.28,22
190.07,63.87,22.2
191.07,63.71,22.2
192.07,63.54,22.2
193.07,63.1,22.2
194.07,64.01,22
195.07,63.8,22
196.07,63.59,22
197.07,63.63,22
198.07,63.24,22.2
199.07,63.23,22
200.07,63.81,22.2
201.07,62.99,22.2
202.07,63.73,22.2
203.07,64.14,22.2
204.07,63.5,22.2
205.07,64,22.2
206.07,64.02,22.2
207.07,63.53,22.2
208.07,63.29,22.2
209.07,63.42,22.2
210.07,63.01,22.2
211.07,63.1,22
212.07,63.72,22
213.07,63.21,22
214.07,63.34,22.2
215.07,63.33,22
216.07,63.64,22
217.07,63.58,22
218.07,62.96,22
219.07,63.23,22
220.07,63.28,22.2
221.07,63.22,22
222.07,63.11,22
223.07,63.07,22
224.07,62.97,22
225.07,62.58,22
226.07,62.99,22
227.07,63.22,22.2
228.07,63.15,22
229.07,62.18,22
230.07,62.55,22
231.07,62.89,22
232.07,63,22.2
233.07,62.77,22
234.07,62.31,22
235.07,62.47,22
236.07,62.38,22
237.07,62.77,22.2
238.07,62.49,22.2
239.07,62.5,22.2
240.07,62.39,22
241.07,62.15,22.2
242.07,62.77,22
243.07,62.17,22.2
244.07,63.11,22
245.07,62.13,22.2
246.07,62.38,22.2
247.07,62.16,22
248.07,62.08,22
249.07,62.49,22
250.07,62.36,22.2
251.07,62.49,22
252.07,61.41,22
253.07,62.87,22
254.07,62.48,22
255.07,62.25,22.2
256.07,61.94,22
257.07,62.38,22
258.07,62.44,22
259.07,61.83,22
260.07,62.89,22
261.07,62.09,22
262.07,62.49,22.2
263.07,62.44,22
264.07,61.59,22
265.07,61.43,22
266.07,62.11,22
267.07,61.78,22
268.07,62.21,22
269.07,61.44,22
270.07,62.36,22
271.07,62.06,22
272.07,62.01,22
273.07,61.78,22
274.07,62.26,22
275.07,62.33,22
276.07,62.51,22.2
277.07,62.02,22
278.07,61.62,22.2
279.07,62.3,22
280.07,61.58,22
281.07,61.8,22.2
282.07,62.45,22.2
283.07,61.83,22
284.07,61.68,22.2
285.07,61.84,22.2
286.07,62.15,22
287.07,61.71,22
288.07,62.18,22
289.07,61.56,22.2
290.07,62.11,22.2
291.07,62.15,22
292.07,61.49,22
293.07,61.99,22.2
294.07,61.71,22
295.07,61.54,22
296.07,61.41,22
297.07,61.14,22
298.07,61.12,22
299.07,61.89,22
300.07,61.37,22.2
301.07,61.91,22.2
302.07,61.73,22
303.07,61.11,22
304.07,61.33,22.2
305.07,60.95,22
306.07,61.29,22
307.07,61.97,22.2
308.07,62.02,22
309.07,62.04,22
310.07,60.67,22
311.07,61.89,22
312.07,61.11,22
313.07,61.03,22
314.07,61.45,22
315.07,61.73,22
316.07,62.09,22
317.07,61.17,22.2
318.07,60.57,22
319.07,61.13,22
320.07,61.26,22
321.07,62.05,22
322.07,61.63,22.2
323.07,61.37,22.2
324.07,61.19,22
325.07,61.59,22
326.07,61.18,22.2
327.07,61.36,22
328.07,61.18,22
329.07,61.06,22
330.07,60.78,22
331.07,60.86,22
332.07,60.67,22
333.07,61.15,22
334.07,60.89,22.2
335.07,61.13,22
336.07,61.36,22.2
337.07,61.12,22
338.07,60.26,22
339.07,61.44,22
340.07,61.26,22.2
341.07,61.28,22
342.07,61.17,22
343.07,60.99,22
344.07,61.05,22
345.07,60.88,22
346.07,61.42,22
347.07,60.69,22
348.07,61.02,22.2
349.07,60.48,22
350.07,61.18,22
351.07,61.54,22.2
352.07,60.53,22
353.07,60.78,22
354.07,60.46,22
355.07,60.75,22
356.07,60.69,22.2
357.07,60.45,22
358.07,60.84,22
359.07,60.7,22.2
360.07,60.36,22.2
361.07,60.59,22
362.07,60.33,22
363.07,61.11,22
364.07,60.66,22
365.07,61.24,22
366.07,60.71,22
367.07,60.88,22
368.07,61.1,22
369.07,60.65,22
370.07,60.84,22
371.07,60.71,22
372.07,60.86,22
373.07,61.48,22
374.07,60.62,22
375.07,60.94,22.2
376.07,61.15,22
377.07,60.59,22.2
378.07,61.04,22
379.07,60.7,22
380.07,60.93,22
381.07,58.45,22.4
382.07,61.51,22.4
383.07,60.58,22.4
384.07,59.99,22.2
385.07,59.89,22.2
386.07,60.49,22.2
387.07,60.39,22.4
388.07,59.87,22.2
389.07,60.11,22.2
390.07,60.31,22.2
391.07,59.6,22.2
392.07,60.13,22.2
393.07,60.98,22.2
394.07,61.07,22.2
395.07,60.54,22.2
396.07,60.48,22.4
397.07,60.81,22.2
398.07,60.09,22.2
399.07,60.91,22.2
400.07,60.45,22.2
401.07,60.36,22.2
402.07,60.71,22.2
403.07,60.52,22.2
404.07,60.47,22.2
405.07,60.26,22.2
406.07,60.52,22.2
407.07,60.23,22.2
408.07,59.94,22.2
409.07,60.52,22.2
410.07,60.75,22.2
411.07,60.37,22.2
412.07,60.32,22.2
413.07,59.9,22.2
414.07,60.49,22.2
415.07,59.79,22.2
416.07,59.69,22.2
417.07,59.65,22.2
418.07,60.1,22
419.07,59.16,22.2
420.07,59.54,22.2
421.07,60.47,22
422.07,59.59,22.2
423.07,59.33,22.2
424.07,59.65,22
425.07,59.9,22.2
426.07,59.63,22.2
427.07,59.75,22
428.07,59.62,22
429.07,59.37,22.2
430.07,59.75,22
431.07,60.34,22
432.07,59.56,22
433.07,59.99,22
434.07,59.32,22.2
435.07,60.03,22
436.07,59.75,22
437.07,59.58,22
438.07,59.26,22
439.07,59.29,22
440.07,59.19,22
441.07,59.81,21.8
442.07,59.23,22
443.07,60.04,22
444.07,59.31,22
445.07,59.13,22
446.07,59.1,22
447.07,59.16,22
448.07,58.57,22
449.07,59.8,22.2
450.07,59.21,22
451.07,59.16,22
452.07,59.26,22
453.07,59.51,22
454.07,59.58,22
455.07,59.06,22
456.07,59.51,21.8
457.07,58.71,22
458.07,58.95,22
459.07,59.05,22
460.07,58.74,22.2
461.07,59.05,22
462.07,59.02,22
463.07,58.59,21.8
464.07,59.29,22
465.07,59.33,22
466.07,58.07,22
467.07,58.78,22
468.07,58.86,22
469.07,58.84,22
470.07,58.73,22
471.07,59.15,21.8
472.07,58.98,22
473.07,59.47,21.8
474.07,58.99,21.8
475.07,59,21.8
476.07,58.59,22
477.07,58.85,21.8
478.07,59.84,21.8
479.07,59.09,22
480.07,59.03,22
481.07,58.42,21.8
482.07,58.61,21.8
483.07,58.44,22
484.07,58.59,22
485.07,58.8,21.8
486.07,58.84,22
487.07,59.04,21.8
488.07,59.13,21.8
489.07,58.85,21.8
490.07,58.14,21.8
491.07,58.73,21.8
492.07,58.84,21.8
493.07,58.78,21.8
494.07,58.51,21.8
495.07,58.51,21.8
496.07,59.08,21.8
497.07,58.83,22
498.07,58.28,21.8
499.07,58.61,22
500.07,58.06,22
501.07,58.13,21.8
502.07,58.78,21.8
503.07,58.47,21.8
504.07,58.63,22
505.07,58.56,21.8
506.07,58.75,21.8
507.07,58.89,21.8
508.07,58.46,21.8
509.07,58.25,22
510.07,57.9,22
511.07,58.29,22
512.07,58.25,22
513.07,58.28,21.8
514.07,58.29,21.8
515.07,57.66,21.8
516.07,58.94,22
517.07,58.78,21.8
518.07,57.77,22
519.07,57.95,21.8
520.07,58.42,22
521.07,58.2,21.8
522.07,58.13,21.8
523.07,58.19,22
524.07,58.32,22
525.07,57.89,22
526.07,58.44,22
527.07,57.99,21.8
528.07,57.88,22
529.07,57.94,22
530.07,57.86,21.8
531.07,58.14,22
532.07,58.09,21.8
533.07,57.74,22
534.07,57.69,22
535.07,57.97,22
536.07,57.69,21.8
537.07,58.12,22
538.07,57.98,22
539.07,57.83,22
540.07,57.96,22
541.07,57.62,22
542.07,58.32,22
543.07,57.76,21.8
544.07,58.35,22
545.07,58.58,22
546.07,57.96,22
547.07,58.64,22
548.07,58.81,22
549.07,58.45,21.8
550.07,58.45,22
551.07,58.27,22
552.07,58.59,22
553.07,58.81,22
554.07,58.22,22
555.07,58.72,22
556.07,58.88,22
557.07,58.42,21.8
558.07,57.81,22
559.07,58.52,22
560.07,58.09,22
561.07,57.96,22
562.07,57.71,22
563.07,58,22
564.07,57.95,22
565.07,58.02,21.8
566.07,58.18,22
567.07,57.89,21.8
568.07,58.07,22
569.07,58.12,22
570.07,57.86,21.8
571.07,58.11,22
572.07,57.79,22
573.07,58.3,22
574.07,58.01,22
575.07,57.44,22
576.07,57.81,22
577.07,57.73,22
578.07,57.73,22
579.07,57.79,22
580.07,57.39,22
581.07,57.53,22
582.07,57.55,22
583.07,57.3,22
584.07,57.61,22
585.07,56.96,22
586.07,57.54,22
587.07,57.27,22
588.07,57.37,22
589.07,57,22
590.07,57.78,22
591.07,56.59,22
592.07,56.42,22
593.07,56.99,22
594.07,56.92,22
595.07,56.82,22
596.07,57.06,22.2
597.07,57.15,22
598.07,57.03,22
599.07,56.7,22.2
600.07,57.2,22.2
601.07,56.84,22
602.07,57.25,22
603.07,56.8,22
604.07,56.8,22
605.07,56.65,22.2
606.07,56.36,22.2
607.07,56.4,22
608.07,56.67,22
609.07,56.92,22.2
610.07,56.71,22
611.07,56.66,22
612.07,56.52,22
613.07,56.38,22
614.07,56.46,22
615.07,56.49,22
616.07,56.68,22.2
617.07,57.1,22
618.07,56.68,22
619.07,56.9,22
620.07,57.17,22
621.07,56.63,22
622.07,56.84,22
623.07,56.88,22
624.07,56.41,22
625.07,56.35,22
626.07,56.48,22
627.07,56.48,22.2
628.07,56.74,22
629.07,56.82,22
630.07,56.57,22
631.07,55.99,22
632.07,56.23,22
633.07,56.47,22
634.07,56.54,22
635.07,56.46,22
636.07,56.33,22
637.07,55.99,22.2
638.07,56.4,22
639.07,56.36,22
640.07,56.66,22
641.07,56.06,22
642.07,56.27,22
643.07,56.62,22
644.07,55.95,22.2
645.07,56.47,22
646.07,55.82,22
647.07,56.9,22
648.07,56.35,22
649.07,56.52,22
650.07,56.68,22
651.07,56.4,22
652.07,56.22,22
653.07,57.06,22.2
654.07,56.4,22
655.07,56.38,22
656.07,56.27,22
657.07,56.15,22.2
658.07,56.25,22
659.07,56.54,22.2
660.07,56.44,22
661.07,56.28,22
662.07,56.52,22
663.07,56.35,22
664.07,56.54,22.2
665.07,56.3,22
666.07,55.75,22
667.07,56.47,22.2
668.07,56.48,22
669.07,56.16,22.2
670.07,56.54,22
671.07,56.3,22
672.07,56.24,22
673.07,56.12,22
674.07,57.07,22
675.07,56.13,22
676.07,56.38,22
677.07,56.26,22
678.07,55.9,22
679.07,55.92,22
680.07,56.23,22
681.07,56.88,22
682.07,56.28,22
683.07,56.23,22
684.07,56.24,22.2
685.07,55.82,22
686.07,55.94,22
687.07,55.89,22
688.07,55.93,22
689.07,56.52,22
690.07,56.47,22
691.07,56.27,22
692.07,55.99,22.2
693.07,55.79,22
694.07,55.63,22
695.07,56.25,22.2
696.07,56.46,22
697.07,55.91,22
698.07,55.89,22
699.07,56.11,22
700.07,56.2,22
701.07,56.18,22
702.07,56.48,22
703.07,56.51,22.2
704.07,57.04,22
705.07,57.05,22
706.07,56.7,22
707.07,56.62,22
708.07,56.21,22
709.07,56.81,22
710.07,56.59,22
711.07,56.5,22
712.07,56.4,22
713.07,56.43,22
714.07,56.61,22
715.07,55.96,22
716.07,56.14,22
717.07,56.21,22
718.07,56.27,22
719.07,55.85,22
720.07,56.12,22
721.07,55.7,22
722.07,56.12,22
723.07,55.75,21.8
724.07,56.26,22
725.07,55.97,22
726.07,56.09,22
727.07,56.16,22
728.07,56.35,22
729.07,56.42,22
730.07,55.96,22
731.07,56.26,22
732.07,55.97,22
733.07,56.26,22
734.07,56.37,21.8
735.07,56.48,21.8
736.07,56.55,21.8
737.07,55.74,21.8
738.07,56.44,21.8
739.07,56.37,22
740.07,55.78,21.8
741.07,56.04,22
742.07,56.18,21.8
743.07,55.83,22
744.07,56.52,21.8
745.07,56.35,22
746.07,55.73,22
747.07,55.93,21.8
748.07,55.87,21.8
749.07,56.22,22
750.07,55.73,21.8
751.07,55.91,21.8
752.07,56.09,21.8
753.07,56.01,21.8
754.07,56.16,21.8
755.07,55.94,21.8
756.07,55.69,21.8
757.07,56.1,21.8
758.07,55.82,21.8
759.07,55.97,21.6
760.07,53.32,22.6
761.07,56.03,22.4
762.07,55.81,22.4
763.07,55.95,22.4
764.07,56.19,22.4
765.07,56.38,22.4
766.07,56.64,22.4
767.07,56.03,22.2
768.07,56.34,22.4
769.07,56.31,22.4
770.07,56.12,22.4
771.07,55.97,22.4
772.07,55.91,22.4
773.07,56.19,22.4
774.07,55.72,22.4
775.07,55.61,22.4
776.07,55.67,22.4
777.07,55.32,22.4
778.07,56.3,22.4
779.07,56.24,22.4
780.07,55.82,22.4
781.07,55.98,22.4
782.07,55.91,22.6
783.07,56.61,22.4
784.07,56.11,22.4
785.07,55.87,22.4
786.07,56.15,22.4
787.07,55.95,22.4
788.07,55.96,22.4
789.07,55.84,22.4
790.07,55.92,22.4
791.07,55.33,22.4
792.07,56.17,22.4
793.07,55.35,22.4
794.07,55.41,22.2
795.07,55.38,22.4
796.07,56.49,22.4
797.07,55.38,22.4
798.07,55.78,22.4
799.07,55.71,22.4
800.07,55.9,22.4
801.07,55.22,22.4
802.07,55.47,22.4
803.07,56.1,22.4
804.07,55.97,22.2
805.07,55.58,22.4
806.07,55.01,22.2
807.07,55.82,22.4
808.07,55.54,22.4
809.07,55.73,22.4
810.07,55.7,22.4
811.07,55.85,22.4
812.07,55.59,22.4
813.07,55.63,22.4
814.07,56.06,22.4
815.07,56.23,22.4
816.07,55.65,22.4
817.07,55.89,22.4
818.07,55.52,22.4
819.07,56.15,22.2
820.07,55.63,22.4
821.07,55.35,22.2
822.07,55.34,22.4
823.07,55.5,22.4
824.07,55.39,22.4
825.07,55.32,22.4
826.07,55.56,22.4
827.07,55.5,22.4
828.07,55.22,22.4
829.07,56.35,22.4
830.07,54.87,22.4
831.07,55.33,22.4
832.07,55.32,22.2
833.07,55.43,22.4
834.07,55.24,22.4
835.07,55.44,22.2
836.07,55.59,22.4
837.07,55.46,22.4
838.07,55.36,22.4
839.07,55.4,22.4
840.07,55.51,22.4
841.07,54.91,22.4
842.07,55.31,22.4
843.07,55.38,22.4
844.07,55.16,22.4
845.07,55.4,22.4
846.07,55.53,22.4
847.07,55.7,22.4
848.07,55.58,22.2
849.07,55.12,22.2
850.07,55.48,22.4
851.07,54.99,22.2
852.07,55.2,22.4
853.07,55.2,22.4
854.07,55.04,22.2
855.07,55.3,22.4
856.07,54.67,22.4
857.07,54.91,22.4
858.07,55.1,22.4
859.07,54.99,22.4
860.07,54.93,22.4
861.07,54.72,22.4
862.07,55.16,22.4
863.07,54.72,22.4
864.07,54.97,22.4
865.07,55.04,22.4
866.07,54.59,22.4
867.07,54.64,22.4
868.07,54.71,22.4
869.07,54.97,22.4
870.07,55.3,22.4
871.07,55.05,22.4
872.07,55.23,22.4
873.07,54.49,22.4
874.07,55.29,22.4
875.07,55.35,22.4
876.07,55.19,22.4
877.07,54.59,22.4
878.07,54.85,22.4
879.07,54.76,22.4
880.07,54.7,22.4
881.07,54.94,22.4
882.07,54.68,22.4
883.07,54.57,22.4
884.07,54.51,22.4
885.07,54.46,22.4
886.07,54.8,22.4
887.07,54.95,22.4
888.07,54.37,22.4
889.07,54.55,22.4
890.07,54.45,22.4
891.07,54.89,22.4
892.07,54.78,22.4
893.07,54.73,22.4
894.07,55.01,22.4
895.07,54.47,22.4
896.07,54.91,22.4
897.07,54.93,22.4
898.07,54.59,22.4
899.07,54.28,22.4
900.07,54.65,22.4
901.07,54.06,22.4
902.07,54.48,22.4
903.07,55.19,22.2
904.07,54.67,22.2
905.07,54.42,22.4
906.07,54.43,22.4
907.07,54.45,22.4
908.07,54.8,22.4
909.07,54.88,22.4
910.07,54.7,22.4
911.07,54.44,22.4
912.07,54.64,22.4
913.07,54.39,22.4
914.07,54.54,22.4
915.07,54.24,22.4
916.07,54.75,22.4
917.07,55.09,22.4
918.07,55.07,22.4
919.07,55.01,22.4
920.07,55.64,22.4
921.07,55.84,22.4
922.07,55.97,22.4
923.07,56.14,22.4
924.07,55.81,22.4
925.07,55.8,22.4
926.07,55.5,22.4
927.07,55.54,22.4
928.07,55.73,22.2
929.07,56.01,22.4
930.07,55.58,22.4
931.07,55.84,22.2
932.07,55.68,22.4
933.07,55.7,22.2
934.07,56.01,22.2
935.07,55.13,22.2
936.07,55.82,22.2
937.07,55.58,22.4
938.07,55.55,22.4
939.07,55.16,22.2
940.07,55.63,22.2
941.07,55.8,22.4
942.07,55.15,22.2
943.07,55.33,22.4
944.07,55.93,22.2
945.07,55.53,22.2
946.07,55.32,22.2
947.07,56.03,22.2
948.07,55.87,22.2
949.07,55.07,22.4
950.07,55.07,22.2
951.07,55.84,22.4
952.07,55.26,22.4
953.07,55.33,22.4
954.07,54.96,22.4
955.07,55.38,22.4
956.07,55.48,22.2
957.07,55.25,22.4
958.07,55.06,22.4
959.07,55.05,22.2
960.07,55.33,22.4
961.07,55.21,22.2
962.07,55.26,22.2
963.07,54.9,22.4
964.07,55.05,22.2
965.07,55.4,22.4
966.07,55.29,22.2
967.07,54.9,22.4
968.07,55.72,22.2
969.07,55.23,22.2
970.07,55.58,22.4
971.07,55.65,22.2
972.07,55.27,22.4
973.07,55.36,22.2
974.07,55.25,22.2
975.07,55.43,22.4
976.07,55.85,22.4
977.07,55.27,22.4
978.07,55.44,22.2
979.07,54.99,22.2
980.07,54.89,22.2
981.07,54.74,22.2
982.07,54.9,22.4
983.07,55.42,22.2
984.07,55.09,22.4
985.07,55.46,22.4
986.07,55.48,22.2
987.07,55.61,22.2
988.07,55.03,22.4
989.07,55.62,22.2
990.07,55.15,22.4
991.07,55.5,22.2
992.07,54.89,22.2
993.07,55.54,22.4
994.07,55.56,22.2
995.07,55.46,22.2
996.07,55.11,22.2
997.07,55.75,22.2
998.07,55.33,22.2
999.07,54.93,22.2
1000.07,55.2,22.2
1001.07,55.02,22.4
1002.07,55.27,22.2
1003.07,54.83,22.2
1004.07,55.12,22.2
1005.07,54.72,22.2
1006.07,54.66,22.2
1007.07,55.08,22.2
1008.07,55.52,22.4
1009.07,55.21,22.2
1010.07,54.48,22.2
1011.07,54.72,22.2
1012.07,54.64,22.2
1013.07,55.14,22.2
1014.07,54.96,22.4
1015.07,55.19,22.2
1016.07,54.91,22.2
1017.07,54.57,22.2
1018.07,55.42,22.2
1019.07,55.05,22.4
1020.07,55.02,22.4
1021.07,54.88,22.2
1022.07,55.03,22.2
1023.07,55.65,22.2
1024.07,55.15,22.4
1025.07,55.03,22.2
1026.07,55.01,22.4
1027.07,54.92,22.4
1028.07,55.32,22.2
1029.07,55.12,22.2
1030.07,54.94,22.2
1031.07,54.87,22.2
1032.07,54.65,22.2
1033.07,54.61,22.2
1034.07,54.09,22.4
1035.07,54.9,22.2
1036.07,54.49,22.2
1037.07,54.57,22.4
1038.07,54.41,22.2
1039.07,54.65,22.2
1040.07,55.06,22.4
1041.07,54.66,22.2
1042.07,54.79,22.4
1043.07,54.54,22.2
1044.07,54.87,22.2
1045.07,54.88,22.4
1046.07,54.67,22.4
1047.07,54.78,22.2
1048.07,54.86,22.2
1049.07,54.38,22.2
1050.07,54.36,22.2
1051.07,54.9,22.2
1052.07,54.47,22.4
1053.07,54.87,22.2
1054.07,54.51,22.4
1055.07,54.9,22.2
1056.07,54.61,22.4
1057.07,54.76,22.2
1058.07,54.56,22.2
1059.07,54.58,22.2
1060.07,54.46,22.2
1061.07,54.65,22.2
1062.07,54.14,22.2
1063.07,54.81,22.2
1064.07,54.08,22.4
1065.07,54.17,22.2
1066.07,54.45,22.2
1067.07,54.34,22.4
1068.07,54.37,22.2
1069.07,54.51,22.2
1070.07,54.77,22.2
1071.07,54.56,22.4
1072.07,54.89,22.2
1073.07,54.48,22.4
1074.07,54.76,22.4
1075.07,54.58,22.2
1076.07,54.27,22.2
1077.07,54.58,22.2
1078.07,54.11,22.4
1079.07,54.11,22.2
1080.07,54,22.2
1081.07,54.48,22.2
1082.07,54.06,22.2
1083.07,54.04,22.2
1084.07,54.54,22.2
1085.07,54.5,22.2
1086.07,54.56,22.2
1087.07,54.23,22.2
1088.07,54.83,22.4
1089.07,54.17,22.2
1090.07,54.49,22.2
1091.07,54.49,22.2
1092.07,54.26,22.2
1093.07,54.49,22.2
1094.07,54.03,22.2
1095.07,54.56,22.2
1096.07,54.47,22.2
1097.07,54.85,22.2
1098.07,53.83,22.2
1099.07,54.14,22.2
1100.07,54.26,22.4
1101.07,53.7,22.2
1102.07,54.37,22.2
1103.07,54.97,22.2
1104.07,54.51,22.2
1105.07,53.98,22.2
1106.07,54.35,22.4
1107.07,54.43,22.2
1108.07,54.28,22.4
1109.07,54.16,22.2
1110.07,54.43,22.2
1111.07,54.58,22.4
1112.07,54.33,22.4
1113.07,54.08,22.2
1114.07,54.6,22.2
1115.07,54.3,22.2
1116.07,54.03,22.2
1117.07,53.97,22.2
1118.07,53.83,22.2
1119.07,54.31,22.4
1120.07,53.97,22.4
1121.07,53.97,22.2
1122.07,54.13,22.4
1123.07,53.76,22.2
1124.07,54.6,22.2
1125.07,53.81,22.4
1126.07,54.07,22.2
1127.07,54.06,22.2
1128.07,53.66,22.2
1129.07,53.5,22.2
1130.07,54.02,22.2
1131.07,53.77,22.4
1132.07,53.81,22.2
1133.07,53.88,22.2
1134.07,54.04,22.2
1135.07,54.23,22.4
1136.07,53.56,22.2
1137.07,54.12,22.2
1138.07,53.96,22.4
1139.07,54.19,22.2
1140.07,53.93,22.2
1141.07,50.67,21.8
1142.07,52.37,21.6
1143.07,53.02,21.8
1144.07,53.13,21.6
1145.07,53.35,21.6
1146.07,53.7,21.8
1147.07,53.78,21.6
1148.07,53.78,21.8
1149.07,54.34,21.8
1150.07,54.02,21.6
1151.07,54.06,21.6
1152.07,53.83,21.6
1153.07,53.66,21.4
1154.07,53.42,21.6
1155.07,53.26,21.6
1156.07,53.64,21.8
1157.07,53.46,21.6
1158.07,53.53,21.6
1159.07,54.22,21.6
1160.07,54.25,21.6
1161.07,53.36,21.6
1162.07,53.35,21.6
1163.07,53.9,21.8
1164.07,53.68,21.6
1165.07,53.51,21.6
1166.07,53.59,21.6
1167.07,53.36,21.8
1168.07,53.22,21.6
1169.07,53.28,21.6
1170.07,54.08,21.6
1171.07,54.15,21.6
1172.07,53.52,21.6
1173.07,52.99,21.6
1174.07,53.98,21.6
1175.07,53.68,21.6
1176.07,53.36,21.6
1177.07,53.41,21.4
1178.07,53.36,21.6
1179.07,53.41,21.6
1180.07,53.77,21.4
1181.07,53.75,21.4
1182.07,53.98,21.6
1183.07,53.63,21.4
1184.07,53.25,21.6
1185.07,53.43,21.6
1186.07,53.22,21.6
1187.07,53.31,21.4
1188.07,53.48,21.4
1189.07,53.47,21.4
1190.07,52.89,21.4
1191.07,53.16,21.4
1192.07,53.15,21.4
1193.07,53.05,21.4
1194.07,53.72,21.4
1195.07,53.23,21.4
1196.07,53.04,21.4
1197.07,53,21.4
1198.07,53.35,21.4
1199.07,53.18,21.4
1200.07,52.92,21.4
1201.07,53.42,21.4
1202.07,53.23,21.4
1203.07,53.21,21.4
1204.07,53.17,21.4
1205.07,53.02,21.4
1206.07,53.21,21.4
1207.07,53.2,21.4
1208.07,52.76,21.4
1209.07,52.81,21.2
1210.07,53.05,21.4
1211.07,53.11,21.4
1212.07,52.93,21.4
1213.07,53.3,21.4
1214.07,52.34,21.4
1215.07,52.42,21.4
1216.07,53.1,21.2
1217.07,52.57,21.4
